Id,DisplayName,Username,MailNickname,CreatedDateTime
382ca965-2392-488a-b032-7d96b0a00e87,Opal-User-1,Opal-User-1@dev.platform.hmcts.net,,
de0f6566-863d-4365-932a-0563adcccdbb,Opal-User-2,Opal-User-2@dev.platform.hmcts.net,,
76c136ec-ea0c-45f4-80c6-34bab8e9f792,Opal-User-3,Opal-User-3@dev.platform.hmcts.net,,
8d492c88-2fdc-4ac2-a359-553168590153,Opal-User-4,Opal-User-4@dev.platform.hmcts.net,,
6ce3e1f1-4706-4a6c-a1e2-bfd91e628b2e,Opal-User-5,Opal-User-5@dev.platform.hmcts.net,,
b148d55a-c3ed-4c99-8d21-b9cb4504f076,Opal-User-6,Opal-User-6@dev.platform.hmcts.net,,
877cbfbf-6513-406b-b0d8-27b5492c4d75,Opal-User-7,Opal-User-7@dev.platform.hmcts.net,,
00c63356-c8c2-43e4-bead-3954bface2ec,Opal-User-8,Opal-User-8@dev.platform.hmcts.net,,
66ec06e8-c6bb-492e-9a51-f2cd55b8781e,Opal-User-9,Opal-User-9@dev.platform.hmcts.net,,
90f22862-403a-4011-8f46-f54e12e1477c,Opal-User-10,Opal-User-10@dev.platform.hmcts.net,,
c02aff11-ef30-4569-bfd8-20dc8b86037a,Opal-User-11,Opal-User-11@dev.platform.hmcts.net,,
868ee15e-a03c-4ec2-865c-4ce530624ac1,Opal-User-12,Opal-User-12@dev.platform.hmcts.net,,
b2f2f83b-990e-4a5c-ae81-0ab5e81c6e28,Opal-User-13,Opal-User-13@dev.platform.hmcts.net,,
86e1fea7-d86b-499a-8c1b-2872c4cbe174,Opal-User-14,Opal-User-14@dev.platform.hmcts.net,,
bde1afd4-a6b4-4b7c-a51e-b967836c7493,Opal-User-15,Opal-User-15@dev.platform.hmcts.net,,
09247f31-4c36-4d2c-8db8-bc06c81b7896,Opal-User-16,Opal-User-16@dev.platform.hmcts.net,,
56d8c57c-6341-4f0e-b2c1-2d3ffab3bf8b,Opal-User-17,Opal-User-17@dev.platform.hmcts.net,,
7da80c07-2fa3-4d1f-9f25-d966f60e9191,Opal-User-18,Opal-User-18@dev.platform.hmcts.net,,
19871101-abd2-49fc-a4ee-8594f21cf159,Opal-User-19,Opal-User-19@dev.platform.hmcts.net,,
35fad182-e575-41d3-8857-fe8623576c1e,Opal-User-20,Opal-User-20@dev.platform.hmcts.net,,
9132bfc6-9afb-497c-8c93-93e5c22f4f33,Opal-User-21,Opal-User-21@dev.platform.hmcts.net,,
88cd4e4e-3290-4451-914b-6b4cf8b4efc9,Opal-User-22,Opal-User-22@dev.platform.hmcts.net,,
3244fa26-58bb-4b9a-8edb-9753df1dc6a2,Opal-User-23,Opal-User-23@dev.platform.hmcts.net,,
4b98d4e9-e101-4eb1-bda2-e51249516c04,Opal-User-24,Opal-User-24@dev.platform.hmcts.net,,
dcb9c4f9-c3bb-4466-9ea9-a30e0950856b,Opal-User-25,Opal-User-25@dev.platform.hmcts.net,,
f1dd3cf9-cc66-4c13-8b40-cb5533c324f4,Opal-User-26,Opal-User-26@dev.platform.hmcts.net,,
ffae7b51-1e0c-437a-b68e-da4d8dd8ed71,Opal-User-27,Opal-User-27@dev.platform.hmcts.net,,
46fb2768-80f7-47c0-8755-aba32c92b24a,Opal-User-28,Opal-User-28@dev.platform.hmcts.net,,
0271487b-a8eb-40e0-baec-22a261e2a4ac,Opal-User-29,Opal-User-29@dev.platform.hmcts.net,,
1385e3c7-cdb7-4ca2-b184-bf561b7eb5ab,Opal-User-30,Opal-User-30@dev.platform.hmcts.net,,
2dd720a0-b598-4ab4-b654-190d63bd1dfb,Opal-User-31,Opal-User-31@dev.platform.hmcts.net,,
75b08f6e-4c3e-4a72-bb74-2c489ee3a8f7,Opal-User-32,Opal-User-32@dev.platform.hmcts.net,,
c402549f-eb18-4c4d-a804-07665934791d,Opal-User-33,Opal-User-33@dev.platform.hmcts.net,,
6863560a-5412-41ae-9df6-82804d532376,Opal-User-34,Opal-User-34@dev.platform.hmcts.net,,
c4dc52f6-df0b-411c-b0ad-5ff00e459518,Opal-User-35,Opal-User-35@dev.platform.hmcts.net,,
ed8e756d-b3fd-445d-a239-523c43b9738c,Opal-User-36,Opal-User-36@dev.platform.hmcts.net,,
b82ddaec-63b4-431a-a8d4-036acc174ba4,Opal-User-37,Opal-User-37@dev.platform.hmcts.net,,
6c50722b-11e7-428f-985f-2c10e07546b5,Opal-User-38,Opal-User-38@dev.platform.hmcts.net,,
743e76ca-1cb1-4878-b257-bc609427bb05,Opal-User-39,Opal-User-39@dev.platform.hmcts.net,,
ad02447c-1e0c-4959-bfc7-49e6a0adfd87,Opal-User-40,Opal-User-40@dev.platform.hmcts.net,,
88119ba6-5619-423a-a006-812d83f68142,Opal-User-41,Opal-User-41@dev.platform.hmcts.net,,
99a48b94-2b4e-456c-b023-783758096a19,Opal-User-42,Opal-User-42@dev.platform.hmcts.net,,
cd2dc4e7-cd41-44c5-9b6d-e5c97650aeac,Opal-User-43,Opal-User-43@dev.platform.hmcts.net,,
e73ce5ac-7b58-4430-9af5-a691eb7a1264,Opal-User-44,Opal-User-44@dev.platform.hmcts.net,,
d3c2c2d1-83f9-42a7-b7f3-4afda8b41b9a,Opal-User-45,Opal-User-45@dev.platform.hmcts.net,,
9ceea31e-9116-42cc-907f-eb49775575c2,Opal-User-46,Opal-User-46@dev.platform.hmcts.net,,
aced37c4-b993-474c-96a2-5d0d03f4091e,Opal-User-47,Opal-User-47@dev.platform.hmcts.net,,
7c86a3a9-7798-404b-8631-58510d8e82a2,Opal-User-48,Opal-User-48@dev.platform.hmcts.net,,
8ad05eca-1c10-4c06-ba62-8feedf911f37,Opal-User-49,Opal-User-49@dev.platform.hmcts.net,,
804348ae-fc5f-48af-8476-9248457e0e8c,Opal-User-50,Opal-User-50@dev.platform.hmcts.net,,
eb0467cb-e83a-4a76-82d6-ead3be124cd6,Opal-User-51,Opal-User-51@dev.platform.hmcts.net,,
b5b937b3-b400-4048-80ea-2d50462d57c2,Opal-User-52,Opal-User-52@dev.platform.hmcts.net,,
9afb7dd5-d8c3-4d87-96c3-ef8daa8652e4,Opal-User-53,Opal-User-53@dev.platform.hmcts.net,,
623657b9-98ae-4853-abc4-954d96610fce,Opal-User-54,Opal-User-54@dev.platform.hmcts.net,,
ac84b7ef-a164-4b26-9f4e-6b23c863e749,Opal-User-55,Opal-User-55@dev.platform.hmcts.net,,
f237f311-1742-4f87-b84e-ace92a04677c,Opal-User-56,Opal-User-56@dev.platform.hmcts.net,,
edbcff0d-7632-4685-aeb4-3abdcae7e242,Opal-User-57,Opal-User-57@dev.platform.hmcts.net,,
6f1beafa-20b1-4f07-a9cf-98e179a7075d,Opal-User-58,Opal-User-58@dev.platform.hmcts.net,,
0915e0db-3e24-412c-877e-463703cb3187,Opal-User-59,Opal-User-59@dev.platform.hmcts.net,,
da44d8a8-515b-427a-9397-b0cb9a6903e4,Opal-User-60,Opal-User-60@dev.platform.hmcts.net,,
3f82dea5-655c-4b11-83be-55d56b2a8022,Opal-User-61,Opal-User-61@dev.platform.hmcts.net,,
34a02012-0d98-4a04-a57e-7553add4313e,Opal-User-62,Opal-User-62@dev.platform.hmcts.net,,
352da193-1918-4736-bdb0-a7da461d0b92,Opal-User-63,Opal-User-63@dev.platform.hmcts.net,,
